ts,expiry,spot,n_contracts,atm_iv,oi_pcr,oi_pcr_usd,oi_pcr_2pct,oi_pcr_4pct,oi_pcr_10pct,vol_pcr,iv_skew,iv_wing,delta_pcr,theta_pcr,vega_pcr,sr_support_dist,sr_resistance_dist,sr_support_oi,sr_resistance_oi,net_dir_score,gamma_tilt,max_pain_dist,iv_bidask,iv_term_slope,funding_rate,perp_basis,ls_ratio_top,ls_ratio_global,ls_divergence,taker_ratio,total_oi,total_vol,perp_oi
1781437878214,260615,64627.50478261,26,0.346,0.9304456229222733,0.9304456229222733,0.8373871128594381,0.46732586143015936,0.9304456229222733,0.6365833657041737,-0.001,0.1435,0.3511428638031512,0.46991575954793746,0.5327193091247672,-0.07160271463637213,0.021237013899990664,150.74,144.54,0.129044,0.272845,-0.00971,0.004076,0.034,-4.136e-05,-0.0005555650451115792,1.5119,1.419,0.0929,0.6829,975.57,758.36,100879.166
1781437938224,260615,64629.02782609,26,0.345,0.9304456229222733,0.9304456229222732,0.8373871128594381,0.46732586143015936,0.9304456229222733,0.6365833657041737,0.0,0.144,0.3498731797890022,0.46957044216618987,0.5321054515819514,-0.07162459318661318,0.021212947494725576,150.74,144.54,0.129044,0.273611,-0.009733,0.006118,0.035,-4.159e-05,-0.0005460724325757781,1.5119,1.419,0.0929,0.6829,975.57,758.36,100882.016
1781437998238,260615,64628.69173913,26,0.344,0.9304456229222733,0.9304456229222732,0.8373871128594381,0.46732586143015936,0.9304456229222733,0.6365833657041737,0.0,0.144,0.3503500375409903,0.47075301295775474,0.5328964582179914,-0.07161976537933723,0.021218258082729147,150.74,144.54,0.129044,0.273244,-0.009728,0.00408,0.037,-4.165e-05,-0.0005665883996002198,1.5119,1.419,0.0929,0.6829,975.57,758.36,100885.075
1781438058247,260615,64629.73804348,26,0.344,0.9304456229222733,0.9304456229222733,0.8373871128594381,0.46732586143015936,0.9304456229222733,0.6365833657041737,0.001,0.1445,0.34953596254619324,0.4721107935206723,0.5322914156682912,-0.07163479512117654,0.021201725366705837,150.74,144.54,0.129044,0.276143,-0.009744,0.004083,0.037,-4.165e-05,-0.0005777223397513841,1.5119,1.419,0.0929,0.8873,975.57,758.36,100891.289
1781438118259,260615,64604.31847826,26,0.344,0.9304456229222733,0.9304456229222733,0.8373871128594381,0.46732586143015936,0.9304456229222733,0.6368207518667184,-0.001,0.1435,0.3636347759837197,0.4724335829911769,0.5457372979137298,-0.07126951551713068,0.021603532931156355,150.74,144.54,0.128956,0.255687,-0.009354,0.004075,0.037,-4.184e-05,-0.0005869341114210284,1.5119,1.419,0.0929,0.8873,975.57,758.47,100888.113
1781438178266,260615,64597.49217391,26,0.344,0.9302279563083743,0.9302279563083743,0.8373871128594381,0.4670711374583179,0.9302279563083743,0.6368207518667184,-0.001,0.1435,0.3683924312790043,0.4714653852948564,0.5501253458386501,-0.07117137243552096,0.021711490320926785,150.74,144.54,0.129014,0.247079,-0.009249,0.004074,0.036,-4.217e-05,-0.0006095511905321923,1.5119,1.419,0.0929,0.8873,975.46,758.47,100898.214
1781438238269,260615,64577.7826087,26,0.346,0.9302279563083743,0.9302279563083742,0.8373871128594381,0.5163829397766795,0.9302279563083743,0.6368854935474125,-0.006,0.142,0.3797180330011891,0.4796778838223786,0.5586121983357719,-0.07088788781179478,0.02202332340702573,150.74,144.54,0.12899,0.238464,-0.008947,0.00407,0.035,-4.217e-05,-0.0006473244857765074,1.5113,1.419,0.0923,1.1021,975.46,758.5,100911.705
1781438298923,260615,64562.48717391,26,0.346,0.9302873199303466,0.9302873199303466,0.8375533270541303,0.5164515833790957,0.9302873199303466,0.5936522575988451,-0.007,0.1415,0.3904639957704881,0.5087473917447544,0.5679793041084009,-0.07066777278298098,0.022265449938720927,150.74,144.54,0.145547,0.250013,-0.008712,0.004069,0.034,-4.266e-05,-0.0005527540135476152,1.5113,1.419,0.0923,1.1021,975.49,794.8499999999999,100897.524
1781438418288,260615,64558.69782609,26,0.347,0.9303071078043375,0.9303071078043376,0.8376087317856945,0.5164744645799011,0.9303071078043375,0.5934724644654277,-0.008,0.139,0.3911937015796406,0.5083007676924821,0.5669541956617473,-0.0706132245475326,0.022325452997714157,150.74,144.54,0.145613,0.25087,-0.008654,0.004072,0.034,-4.343e-05,-0.0005606963478028984,1.5113,1.419,0.0923,1.1021,975.5,794.8399999999999,100897.857
1781438478293,260615,64555.00847826,26,0.347,0.9302942165766407,0.9302942165766407,0.8375983161626233,0.5165068978928825,0.9302942165766407,0.6026631958350019,-0.003,0.1395,0.3937940524928592,0.5096531564821857,0.5704282929104874,-0.07056010967443338,0.02238387935812325,150.74,144.54,0.142017,0.246362,-0.008597,0.004073,0.034,-4.343e-05,-0.0005473125781077791,1.5113,1.419,0.0923,1.1021,975.59,800.3699999999999,100898.643
